Symbol,Company,DPM,DPM Name,DPM EFID,DPM Firm ID,Extended-Hours Eligible,Settlement Style,Tick Type,Symbol Type,Post,Station
RSPN,INVESCO EXCHANGE TRADED FD TR S&P500 EQL IND,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
RSPM,INVESCO EXCHANGE TRADED FD TR S&P500 EQL MAT,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
RSPR,INVESCO EXCHANGE TRADED FD TR S&P500 EQL REL,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
RSPT,INVESCO EXCHANGE TRADED FD TR S&P500 EQL TEC,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
RSP,INVESCO EXCHANGE TRADED FD TR S&P500 EQL WGT,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,Yes,American,nickel,ETF,1,1
RPV,INVESCO EXCHANGE TRADED FD TR S&P500 PUR VAL,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
SPHQ,INVESCO EXCHANGE TRADED FD TR S&P500 QUALITY,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,1,1
PSI,INVESCO EXCHANGE TRADED FD TR SEMICONDUCTORS,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
PHO,INVESCO EXCHANGE TRADED FD TR WATER RES ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
PBW,INVESCO EXCHANGE TRADED FD TR WILDERHIL CLAN,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
CVY,INVESCO EXCHANGE TRADED FD TR ZACKS MULT AST,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,7,1
IFLN,INVESCO EXCHANGE-TRADED FD TR BLOO EN ANGE ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
PWZ,INVESCO EXCHANGE-TRADED FD TR CALIF AMT MUN,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
PCEF,INVESCO EXCHANGE-TRADED FD TR CEF INM COMPSI,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,8,1
PIZ,INVESCO EXCHANGE-TRADED FD TR DORSEY WRGT DVLP,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
PIE,INVESCO EXCHANGE-TRADED FD TR DORSEY WRGT EMRG,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,7,1
DWAS,INVESCO EXCHANGE-TRADED FD TR DORSEY WRGT SMLC,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
PCY,INVESCO EXCHANGE-TRADED FD TR EMRNG MKT SVRG,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
PBD,INVESCO EXCHANGE-TRADED FD TR GBL CLEAN ENRG,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
SOXQ,INVESCO EXCHANGE-TRADED FD TR INVESCO PHLX SM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
KBWB,INVESCO EXCHANGE-TRADED FD TR KBW BK ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
KBWD,INVESCO EXCHANGE-TRADED FD TR KBW HIG DV YLD,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
KBWP,INVESCO EXCHANGE-TRADED FD TR KBW PPTY CASUT,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
KBWY,INVESCO EXCHANGE-TRADED FD TR KBW PREM YIELD,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
CUT,INVESCO EXCHANGE-TRADED FD TR MSCI GBL TIMBR,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
QQQM,INVESCO EXCHANGE-TRADED FD TR NASDAQ 100 ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,2,1
QQQJ,INVESCO EXCHANGE-TRADED FD TR NASDAQNXTGEN100,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,2,1
PGX,INVESCO EXCHANGE-TRADED FD TR PFD ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
PXH,INVESCO EXCHANGE-TRADED FD TR RAFI EMRGNG MRKT,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
QVMT,INVESCO EXCHANGE-TRADED FD TR S&P 500 CONC ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
SPHB,INVESCO EXCHANGE-TRADED FD TR S&P 500 HB ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
SPMO,INVESCO EXCHANGE-TRADED FD TR S&P 500 MOMNTM,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,nickel,ETF,1,1
RWL,INVESCO EXCHANGE-TRADED FD TR S&P 500 REVENUE,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,7,1
EELV,INVESCO EXCHANGE-TRADED FD TR S&P EMRNG MKTS,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
CGW,INVESCO EXCHANGE-TRADED FD TR S&P GBL WATER,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
RWK,INVESCO EXCHANGE-TRADED FD TR S&P MDCP 400 REV,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
XMLV,INVESCO EXCHANGE-TRADED FD TR S&P MIDCP LOW,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
RWJ,INVESCO EXCHANGE-TRADED FD TR S&P SMALLCAP 600,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
PSCE,INVESCO EXCHANGE-TRADED FD TR S&P SMALLCAP ENE,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
PSCH,INVESCO EXCHANGE-TRADED FD TR S&P SMLCP HELT,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
SPHD,INVESCO EXCHANGE-TRADED FD TR S&P500 HDL VOL,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
SPLV,INVESCO EXCHANGE-TRADED FD TR S&P500 LOW VOL,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
TAN,INVESCO EXCHANGE-TRADED FD TR SOLAR ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
BKLN,INVESCO EXCHANGE-TRADED FD TR SR LN ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,1,1
VRP,INVESCO EXCHANGE-TRADED FD TR VAR RATE PFD,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
IMVP,INVESCO INDIA EXCHANGE-TRADED INDIA ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
IVZ,INVESCO LTD SHS,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,Equity,2,1
IVR,INVESCO MORTGAGE CAPITAL INC COM,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,2,1
QQQ,INVESCO QQQ TR UNIT SER 1,Yes,"Wolverine Trading, LLC",WETW,WOLV,Yes,American,high_liq,ETF,8,1
PPI,INVESTMENT MANAGERS SER TR II ASTORIA REAL,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
TARK,INVESTMENT MANAGERS SER TR II TRAD 2X INNO ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
MQQQ,INVESTMENT MANAGERS SER TR II TRAD 2X LON MONT,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
SPYQ,INVESTMENT MANAGERS SER TR II TRAD 2X LONG SPY,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,8,1
NVDS,INVESTMENT MANAGERS SER TR II TRADR 1.5X NVDA,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
SARK,INVESTMENT MANAGERS SER TR II TRADR 1X SHORT,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
APPX,INVESTMENT MANAGERS SER TR II TRADR 2X LONG,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,nickel,ETF,1,1
QQQP,INVESTMENT MANAGERS SER TR II TRADR 2X LONG IN,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,nickel,ETF,1,1
TSLQ,INVESTMENT MANAGERS SER TR II TRADR 2X SHORT,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
INVH,INVITATION HOMES INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
IVVD,INVIVYD INC COM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,Equity,1,1
IONS,IONIS PHARMACEUTICALS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
IONQ,IONQ INC COM,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,penny,Equity,1,1
IOVA,IOVANCE BIOTHERAPEUTICS INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
IPX,IPERIONX LTD SPONSORED ADS,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,Equity,1,1
IPGP,IPG PHOTONICS CORP COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
IQ,IQIYI INC SPONSORED ADS,Yes,"Susquehanna Securities, LLC",SQQJ,SSUS,No,American,penny,Equity,1,1
IQV,IQVIA HLDGS INC COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
IRMD,IRADIMED CORP COM,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,nickel,Equity,1,1
IREN,IREN LIMITED ORDINARY SHARES,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,penny,Equity,2,1
IRTC,IRHYTHM HOLDINGS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
IRDM,IRIDIUM COMMUNICATIONS INC COM,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,1,1
IRM,IRON MTN INC DEL COM,Yes,"Susquehanna Securities, LLC",SQME,SSUS,No,American,nickel,Equity,2,1
IRWD,IRONWOOD PHARMACEUTICALS INC COM CL A,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,Equity,1,1
IRS,IRSA INVERSIONES Y REP S A SPON GDS ECH 10,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,Equity,2,1
IBIT,ISHARES BITCOIN TRUST ETF SHS BEN INT,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,Yes,American,penny,ETF,8,1
ETHA,ISHARES ETHEREUM TR SHS,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,penny,ETF,1,1
IAU,ISHARES GOLD TR ISHARES NEW,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,2,1
IEMG,ISHARES INC CORE MSCI EMKT,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
DVYE,ISHARES INC EM MKTS DIV ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
ESGE,ISHARES INC ESG AWR MSCI EM,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
LEMB,ISHARES INC JP MORGAN EM ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
VEGI,ISHARES INC MSCI AGRICULTURE,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
EWA,ISHARES INC MSCI AUST ETF,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,No,American,nickel,ETF,1,1
EWK,ISHARES INC MSCI BELGIUM ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
BKF,ISHARES INC MSCI BIC ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,8,1
EWZ,ISHARES INC MSCI BRAZIL ETF,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,Yes,American,penny,ETF,7,1
EWC,ISHARES INC MSCI CDA ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
EUSA,ISHARES INC MSCI EQUAL WEITE,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,2,1
EWQ,ISHARES INC MSCI FRANCE ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
RING,ISHARES INC MSCI GBL GOLD MN,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
EWG,ISHARES INC MSCI GERMANY ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
EWH,ISHARES INC MSCI HONG KG ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
EWI,ISHARES INC MSCI ITALY ETF,Yes,Group One Trading LLC,GMVE,PRGD,No,American,nickel,ETF,1,1
EWJ,ISHARES INC MSCI JAPAN ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,7,1
SCJ,ISHARES INC MSCI JAPN SMCETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,7,1
EWW,ISHARES INC MSCI MEXICO ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
EWM,ISHARES INC MSCI MLY ETF NEW,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
EWN,ISHARES INC MSCI NETHERL ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
EPP,ISHARES INC MSCI PAC JP ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
EWS,ISHARES INC MSCI SINGPOR ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
EWP,ISHARES INC MSCI SPAIN ETF,No,,,,No,American,nickel,ETF,1,1
EZA,ISHARES INC MSCI STH AFR ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
EWY,ISHARES INC MSCI STH KOR ETF,Yes,Citadel Securities LLC,CEDL,CDRG,Yes,American,nickel,ETF,2,1
EWD,ISHARES INC MSCI SWEDEN ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,8,1
EWL,ISHARES INC MSCI SWITZERLAND,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
EWT,ISHARES INC MSCI TAIWAN ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
THD,ISHARES INC MSCI THAILND ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
TUR,ISHARES INC MSCI TURKEY ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
URTH,ISHARES INC MSCI WORLD ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
POWR,ISHARES INC US PWR INFRA ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
GSG,ISHARES S&P GSCI COMMODITY- IN UNIT BEN INT,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
SLV,ISHARES SILVER TR ISHARES,Yes,"Susquehanna Securities, LLC",SQQE,SSUS,Yes,American,penny,ETF,8,1
SGOV,ISHARES TR 0-3 MTH TREASURY,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
STIP,ISHARES TR 0-5 YR TIPS ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
SHYG,ISHARES TR 0-5YR HI YL CP,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
SHY,ISHARES TR 1 3 YR TREAS BD,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
IGLB,ISHARES TR 10+ YR INVST GRD,Yes,"Susquehanna Securities, LLC",SQQF,SSUS,No,American,nickel,ETF,7,1
TLH,ISHARES TR 10-20 YR TRS ETF,Yes,"Susquehanna Securities, LLC",SQQF,SSUS,No,American,nickel,ETF,7,1
TLT,ISHARES TR 20 YR TR BD ETF,Yes,Optiver US LLC,UOPT,OPTI,Yes,American,penny,ETF,1,1
IEI,ISHARES TR 3 7 YR TREAS BD,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
IEF,ISHARES TR 7-10 YR TRSY BD,Yes,Optiver US LLC,UOPT,OPTI,Yes,American,penny,ETF,2,1
AIA,ISHARES TR ASIA 50 ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
EWZS,ISHARES TR BRAZIL SM-CP ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,2,1
FXI,ISHARES TR CHINA LG-CAP ETF,Yes,Citadel Securities LLC,CEDL,CDRG,Yes,American,penny,ETF,7,1
ECNS,ISHARES TR CHINA SM-CAP ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
ICOP,ISHARES TR COPPER & METALS,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
ISTB,ISHARES TR CORE 1 5 YR USD,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
DGRO,ISHARES TR CORE DIV GRWTH,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
HDV,ISHARES TR CORE HIGH DV ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IEUR,ISHARES TR CORE MSCI EURO,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IPAC,ISHARES TR CORE MSCI PAC,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
IXUS,ISHARES TR CORE MSCI TOTAL,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
IJH,ISHARES TR CORE S&P MCP ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,2,1
IJR,ISHARES TR CORE S&P SCP ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,2,1
ITOT,ISHARES TR CORE S&P TTL STK,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
IUSG,ISHARES TR CORE S&P US GWT,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IUSV,ISHARES TR CORE S&P US VLU,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IVV,ISHARES TR CORE S&P500 ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,Yes,American,nickel,ETF,7,1
IUSB,ISHARES TR CORE UNIVRSL USD,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
AGG,ISHARES TR CORE US AGGBD ET,Yes,"Susquehanna Securities, LLC",SQQF,SSUS,No,American,nickel,ETF,7,1
USRT,ISHARES TR CRE U S REIT ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
HEZU,ISHARES TR CUR HD EURZN ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IHAK,ISHARES TR CYBERSECURITY,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
SCZ,ISHARES TR EAFE SML CP ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,8,1
SUSB,ISHARES TR ESG AWRE 1 5 YR,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
SUSA,ISHARES TR ESG OPTIMIZED,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
IEV,ISHARES TR EUROPE ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,1,1
IGM,ISHARES TR EXPND TEC SC ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
FALN,ISHARES TR FALN ANGLS USD,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
ARTY,ISHARES TR FUTU AI TECH ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
XT,ISHARES TR FUTURE EXPONENTI,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IVRS,ISHARES TR FUTURE METAVERSE,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IXP,ISHARES TR GBL COMM SVC ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
IDNA,ISHARES TR GENOMICS IMMUN,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
ICLN,ISHARES TR GL CLEAN ENE ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,2,1
WOOD,ISHARES TR GL TIMB FORE ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
IGF,ISHARES TR GLB INFRASTR ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,7,1
IXJ,ISHARES TR GLOB HLTHCRE ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IOO,ISHARES TR GLOBAL 100 ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
IXC,ISHARES TR GLOBAL ENERG ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
IXG,ISHARES TR GLOBAL FINLS ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
MXI,ISHARES TR GLOBAL MATER ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
REET,ISHARES TR GLOBAL REIT ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
IXN,ISHARES TR GLOBAL TECH ETF,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
HEWJ,ISHARES TR HDG MSCI JAPAN,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
HYG,ISHARES TR IBOXX HI YD ETF,Yes,"Jane Street Capital, LLC",ZDDD,JNSC,Yes,American,penny,ETF,7,1
LQD,ISHARES TR IBOXX INV CP ETF,Yes,"Susquehanna Securities, LLC",SQQF,SSUS,Yes,American,penny,ETF,7,1
INTF,ISHARES TR INTL EQTY FACTOR,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
IGOV,ISHARES TR INTL TREA BD ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
IBB,ISHARES TR ISHARES BIOTECH,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
SOXX,ISHARES TR ISHARES SEMICDTR,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,Yes,American,nickel,ETF,7,1
IGSB,ISHARES TR ISHS 1-5YR INVS,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
IGIB,ISHARES TR ISHS 5-10YR INVT,Yes,"Susquehanna Securities, LLC",SQQF,SSUS,No,American,nickel,ETF,7,1
EMB,ISHARES TR JPMORGAN USD EMG,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
ILF,ISHARES TR LATN AMER 40 ETF,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,1,1
ILIT,ISHARES TR LITHIUM MINRS,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
MBB,ISHARES TR MBS ETF,Yes,"Susquehanna Securities, LLC",SQQF,SSUS,No,American,nickel,ETF,7,1
IWC,ISHARES TR MICRO-CAP ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
ILCG,ISHARES TR MORNINGSTAR GRWT,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
IMCG,ISHARES TR MRGSTR MD CP GRW,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
AAXJ,ISHARES TR MSCI AC ASIA ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
ACWI,ISHARES TR MSCI ACWI ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
ACWX,ISHARES TR MSCI ACWI EX US,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,7,1
MCHI,ISHARES TR MSCI CHINA ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
EFA,ISHARES TR MSCI EAFE ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,Yes,American,penny,ETF,7,1
EEM,ISHARES TR MSCI EMG MKT ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,Yes,American,penny,ETF,7,1
EUFN,ISHARES TR MSCI EURO FL ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
IQLT,ISHARES TR MSCI INTL QUALTY,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,2,1
IVLU,ISHARES TR MSCI INTL VLU FT,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
EPOL,ISHARES TR MSCI POLAND ETF,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
EWU,ISHARES TR MSCI UK ETF NEW,Yes,Citadel Securities LLC,CEDL,CDRG,No,American,nickel,ETF,2,1
SIZE,ISHARES TR MSCI USA SZE FT,Yes,"Wolverine Trading, LLC",WETW,WOLV,No,American,nickel,ETF,1,1
QTOP,ISHARES TR NASDAQ TOP 30,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
QNXT,ISHARES TR NASDAQ-100 EX,Yes,Belvedere Trading LLC,JAEC,BLVT,No,American,nickel,ETF,1,1
MUB,ISHARES TR NATIONAL MUN ETF,Yes,"IMC-Chicago, LLC dba IMC Financial Markets",IMCC,HLND,No,American,nickel,ETF,1,1
ENZL,ISHARES TR NEW ZEALAND ETF,Yes,"Susquehanna Securities, LLC",SQQB,SSUS,No,American,nickel,ETF,7,1
